paper_id,keyword,field_id
7E062FEE,web design,1F128082
7E1BA531,real time,04BB9B33
7E1F2FDC,text mining,044294F0
7E208D61,web pages,014F152B
7E2224E8,p2p,1FE26BE6
7E2AEBC7,multi objective optimization,04198571
7E3038AA,web engineering,05CB279C
7E355107,user experience,0BFB67B9
7E4B54B4,web 2 0,0825DD0F
7E527D85,graph theory,05424A12
7E570862,web crawling,00D1B74C
7E5B0E5F,soap,0110D969
7E5F2C96,poisson model,045E0204
7E5F3B25,data retrieval,20DB1B3E
7E67B16E,web service,021EE282
7E7627A7,search engine,05D52366
7E7784CA,degree distribution,0535D7FF
7E84F333,documentation,0360AB3C
7E853CCF,search engine,05D52366
7E9993DC,link analysis,0011E854
7E9B2547,mesh network,075F63AE
7E9D605C,xslt,08F98064
7EB0C5A3,failure rate,09B9B04E
7EC60B74,real time,04BB9B33
7ECB358E,complex systems,02D9B5B9
7EE8ED2D,behavior analysis,04B6418B
7EEBB508,scalability,02DD1A22
7EF8E40B,p2p,1FE26BE6
7EFC5CCB,semantic technologies,0068FFAA
7EFDB998,web pages,014F152B
7EFF9109,agent,01DC435C
7F0C6E4B,key exchange,05F0EB74
7F1E8E17,inner product,01F6047D
7F1FD024,web development,04BB259B
7F3D7973,web mining,0BBEAF3D
7F3DB5D1,methodology,018BBEDC
7F3F1FB3,social networks,05242AA7
7F4211FC,mobile device,0B24E4DD
7F51DA12,graph partitioning,02EA3506
7F57C969,web pages,014F152B
7F5CE262,query language,0B721F10
7F5CEDB7,similarity search,06F54AFB
7F5E5F73,user modeling,04093723
7F649FCA,mass media,2146F9AF
7F6F177B,information overload,0B1FAC1D
7F7AE2FB,cold start,02A36A17
7F81BE19,knowledge engineering,050C3316
7F846A96,query language,0B721F10
7F869CFB,concept map,0BF02621
7F872D90,private information,05E9FFC4
7F9071A0,ontology,0189D6E8
7F9CB821,web usage mining,0BBEAF3D
7FA0515A,food web,068D6C5A
7FA4A598,dns,02167680
7FB88A13,information retrieval,0160D514
7FB92051,source code,02920DF7
7FBAD6F3,user generated content,06099CD9
7FC05013,algorithms,00AE2819
7FC19A89,decision tree,0509C2A8
7FCC6655,user interface,0555BE69
7FCD98CF,web pages,014F152B
7FECDEB8,design,025FEB36
7FEDF01A,network analysis,01F6B79D
7FF62277,stream control transmission protocol,05630DF1
7FFFBCCA,accessibility,0C49530D
7FFFBCCA,html,08448679
800621E9,parameter space,0462D788
800D8F87,programming paradigm,0209549D
80178974,data mining,0765A2E4
801D237F,support vector machine,00BB2E8D
80285F01,service oriented architecture,03666318
8032CCD5,bayesian network,020298BB
8037F044,linked data,041E01D9
8037F044,natural language,0BA46B7D
804336E2,web pages,014F152B
8046F4B5,connected component,0B8797DD
8047B09F,knowledge base,00457FEE
804965C6,document structure,0418455E
804DBA31,semantic web,00207EA7
805DAC0F,data analysis,0A7A83FE
806384DF,structural complexity,1E602ED4
80732C71,algorithms,00AE2819
807756FB,cohesion,0633BD63
807ED613,games,1E2C5488
80809E8C,metrics,0BAB60C5
80A82FAF,algorithms,00AE2819
80A82FAF,meta search engine,0A5EB94C
80AB5591,value,0ADEACFC
80AF005A,sparse data,035C2E72
80AF005A,web search engine,1F1A457A
80C30C78,distance metric,0C4178A6
80CB4EF1,representation,0300270B
80CF2613,url redirection,007EA2CD
80CFB715,web,0826DA74
80D708F6,geospatial,00951565
80E431F4,semantic web,00207EA7
80E51092,indexation,0B1AE4E8
80F52902,data integrity,02032DFA
8101904B,search engine,05D52366
8101D82B,expressive power,0BABF586
81096717,semantic similarity,07C47F14
810DB233,web service,021EE282
81110691,uniform resource locator,01A7430C
811BDB47,best practice,0AFD104E
811F42B7,web service,021EE282
812322E9,evolution,09F93DAF
812817A0,mobile device,0B24E4DD
81306F90,deep web,02C8E962
81395CAB,social interaction,07C09FE0
81449CD5,hierarchy,01DB9F57
8171D639,automatic summarization,0A2F183E
8172A4E3,structure analysis,0AB057CB
8173247B,query classification,07130E14
8263E9AA,ontologies,09F001E0
830B7965,social media,1EEA6379
835D27C8,linked data,041E01D9
85FAE440,navigation,0ACE8619
860B1A18,database,04984686
86232337,knowledge extraction,072FB855
86259664,personalization,0AE867C7
007A3A6B,random walk,073947DC
012488F5,search engine,05D52366
02549CB8,indexation,0B1AE4E8
032A01E0,visualization,022C6839
03853A95,collaborative filtering,0149209A
040D63EB,xml schema,0856B19F
04F40B3C,human settlement,00FE7FC5
05784029,topic model,0A3BB9C0
069EFB80,data model,0090990D
06A93838,xml document,00863DF2
071F5E46,knowledge base,00457FEE
07425146,captcha,09BC5CC7
07D79C67,world wide web,0826DA74
08110EF9,java applet,00ECE0C7
08A62B09,world wide web,0826DA74
094E3239,information extraction,0BABCAD2
0A1AAF36,javascript,20797F36
0A87DB5C,public key infrastructure,04548824
0AD5C284,xml,00863DF2
0C3D7BC7,knowledge management,0361C4E6
0E892CFA,web application,07125B99
0F2741CB,leader election,03300CE0
13DEB91A,handheld device,0B24E4DD
3EE99562,semantic web,00207EA7
3F00C1DA,social media,1EEA6379
40F3B45F,cvv,08E2A6D4
4155AEB5,data mining,0765A2E4
58C2DC67,link analysis,0011E854
596E86F7,indexing,047AEE7D
5A2A379D,source code,02920DF7
5AEA22BB,statistics,064E5072
5B454161,xml,00863DF2
5B6B6971,unicode,1DD5D0F9
5B8BD6EE,middle tier,04CB81C4
5BDE6C01,web ontology language,0608A6F7
5C0ECE29,eigenvectors,097577DB
5CFEBC94,service provider,0001C739
5D5FB405,conceptual design,072A3E1B
5E909AAE,computer supported cooperative work,0BD3F317
5EC25BB9,model checking,06924F71
5ED7FF53,modularity,05FFC6C1
5FE78ECE,topic model,0A3BB9C0
61A2AE17,social media,1EEA6379
6633B78C,content analysis,09AEBB9C
668CF770,recommender systems,213A570A
67F56BBA,wikipedia,00258A22
70C3C301,biometrics,0AFC28A7
737587AD,extensible markup language,00863DF2
750DB538,search engine,05D52366
7514C4FB,access control,1F75EC2F
75191C5C,optimization,07868074
751A3036,navigation,0ACE8619
751F5F9C,rest,049AF9A1
75274733,ubiquitous computing,0A438068
7536DC1A,web crawler,00D1B74C
75424E35,domain knowledge,0C610875
7542FAFA,directed graph,08B9956E
754598FE,information asymmetry,08334250
75504227,semantic web,00207EA7
7574BA2F,online advertising,1E89AAC1
7580990F,information integration,01FC846D
7593C2CD,cloud,04C451DB
75B7AD6F,contract net protocol,0AF3E64D
75C3433B,xhtml,0B46083E
75CE57C4,social network,05242AA7
75DE33A4,exponential growth,047C0213
760A8967,handheld device,0B24E4DD
76129904,query optimization,096630F6
76248179,life cycle,0B07223C
763A19A0,relational databases,00564A32
76420886,information system,0ABD9D9D
76428643,middleware,08183038
764C63BC,database system,04984686
765ED4DD,vector space model,05588093
766AD866,design process,02E06C1C
7688F94E,internet protocol,021B463A
768C77D3,indexation,0B1AE4E8
76BA5527,multimedia,02F77E4A
76E4D6AB,web pages,014F152B
76F82463,similarity search,06F54AFB
7715DF01,satisfiability,0A0F4889
771D930F,web search engine,1F1A457A
77322B66,mobile devices,0B24E4DD
779FD472,news,1F5C7FFD
77D9D5E5,mobile communication,05B1168F
77E60313,service discovery,0896BEFA
7802DC3A,information processing,053CC44F
78152079,world wide web,0826DA74
781A7B4B,knowledge extraction,072FB855
7836C8D4,health education,06C88F5D
78909341,web pages,014F152B
7896041D,world wide web,0826DA74
78CFA8EA,content analysis,09AEBB9C
78E4B31F,contextual search,042E26FC
78F25865,group behavior,0C25CC49
78F67C99,digital library,1EA11BEA
78F7C56F,xml,00863DF2
78F9D0F8,javascript,20797F36
78FB8555,mobile web,1ECD34E6
79064342,probability theory,0748AC84
79064342,web crawler,00D1B74C
79115454,probabilistic database,0A674218
79118DEE,search advertising,0B2FE11F
79263D22,rest,049AF9A1
793DF65A,data collection,07F47865
7949886A,social semantic web,1FDA65B1
7973F844,load balance,084E025B
7975DC92,digital signature,070F9DE7
797729E7,html,08448679
79867F4C,virtual environment,0182BBC1
799990C8,recommendation system,213A570A
79B92D12,social networks,05242AA7
79C5820D,clustering,04625E4E
79CDAF17,politics,05A3DFDE
79F6AEDA,push,0AC489D4
7A0C1F15,lbs,01C93774
7A2486FA,regular expression,073B55A9
7A2A9336,social web,1E0943DD
7A4D72C2,social networks,05242AA7
7A6EDF2C,web mining,0BBEAF3D
7A7613D2,speech processing,03A7CAA6
7A9A1EA3,blended learning,0973EFBF
7AA5E807,algorithms,00AE2819
7AA6F7B2,knowledge management,0361C4E6
7AAD4E63,sentiment analysis,03F53920
7AC2E75B,best practice,0AFD104E
7AC2E75B,best practices,0AFD104E
7AC88089,singular value decomposition,015BBD4A
7B013091,performance,03D62B2D
7B0E72EB,random walk,073947DC
7B107BEF,crowdsourcing,03B58E50
7B2FE3E2,recommender systems,213A570A
7B3660BA,user interface,0555BE69
7B497874,question answering,02A3D790
7B8606AB,phishing,04FF9DAB
7BC6AD96,linked data,041E01D9
7BC8BE28,disaster management,03BA874C
7BE84BE4,social media,1EEA6379
7BF960C8,cell biology,05B05D77
7BFBABDF,random variable,07477385
7C00BCFF,service computing,205B5D8A
7C0A7F49,adaptive filter,06182F52
7C0C13AC,world wide web,0826DA74
7C11B7EB,xml schema,0856B19F
7C4A9B9A,data collection,07F47865
7C4EEB33,association rule,0B88F451
7C59DE8B,adaptation,095B5F98
7C59DE8B,web service,021EE282
7C5B75EE,indexation,0B1AE4E8
7C5B75EE,search engine,05D52366
7C632BCA,java,20AD2170
7C6B4C7D,web pages,014F152B
7C720388,digital libraries,1EA11BEA
7CAAE724,directed acyclic graph,046C28B4
7CB268B0,digital divide,0A59C53D
7CE5ACA6,news,1F5C7FFD
7CE96132,genetic algorithm,008782E9
7CEDBAF7,data integration,04545194
7D09503E,distance metric,0C4178A6
7D0986BC,similarity search,06F54AFB
7D0A02D4,digital divide,0A59C53D
7D11EA41,bipartite graph,0BC8047E
7D180C5E,search engine optimization,0A9F65E9
7D288950,semantic web,00207EA7
7D387472,prune,06701DDF
7D563261,qualitative analysis,0B56F5FA
7D6980C9,web service,021EE282
7D7E59EB,information system,0ABD9D9D
7D9D9951,ebxml,09C80212
7D9F4E47,search engine,05D52366
7DAD4E2E,privacy,04A33560
7DAFC769,music industry,0B233147
7DB6FF4D,event,0051E359
7DD8399A,languages,0A7600ED
7DD8D8BE,information need,04B56F66
7DDA1C3E,real time,04BB9B33
7DFA0FEE,requirement analysis,038BB89C
7DFB16AA,co clustering,08A1BC8A
7DFF385D,linked data,041E01D9
7E0095F6,description logics,06238D44
7E0E3B81,data mining,0765A2E4
7E123A73,bloom filter,08C676B7
7E25C96E,digital library,1EA11BEA
7E2CB558,social interaction,07C09FE0
7E30EEE2,clustering,04625E4E
7E36DEC5,power law distribution,0B58DDBC
7E386FD0,business process,05164482
7E418A0A,data processing,084656E4
7E449D5B,personas,0004C862
7E5273A5,knowledge base,00457FEE
7E6E5DC0,crawling,05FB8228
7E84F333,assembly,06EFE872
7E84F333,resource description framework,08CAA204
7E85C2FC,relational database,00564A32
7E9FB9C5,animation,070A8707
7EB53095,application program interface,05EFF9C5
7EC60B74,question answering,02A3D790
7ED1A02C,compression,0ABAD5FB
7ED880DB,distributed systems,072BDC64
7EDAD218,social network,05242AA7
7EE499E8,computer network,01DCF91B
7EE51354,random walk,073947DC
7EEB29CA,propositional logic,04257172
7EF2A0DF,tls,08D4FCE9
7EF4670B,language model,082EEFC0
7EF4670B,probability distribution,08E84D01
7EF681D5,feature extraction,0322F49A
7EF72C0B,user model,04093723
7F06D120,annotation,0A0E321B
7F09242B,opinion mining,03F53920
7F09242B,sentiment analysis,03F53920
7F2414B8,hidden variables,082A7CE1
7F2414B8,sequential search,0C2CC0D0
7F37A4A4,opinion mining,03F53920
7F38895B,design process,02E06C1C
7F3EEA29,file sharing,20DD7F51
7F51DA12,indexation,0B1AE4E8
7F57C969,empirical study,073559FB
7F649FCA,social media,1EEA6379
7F674047,web engineering,05CB279C
7F6A5A7D,reading,2113A92F
7F6A673F,trust,015B4C09
7F7B3425,directed graph,08B9956E
7F8E1901,indexation,0B1AE4E8
7FA50BA7,collective intelligence,054EE7BB
7FA6FA70,bayesian inference,098CFB0F
7FA8586A,semantic search,09EB6ABF
7FB480D3,graph factorization,07A2E377
7FCFB2BC,search engine,05D52366
7FDEB179,web application,07125B99
7FE4DC8F,greedy algorithm,0316C4AE
7FF7A4F9,digital library,1EA11BEA
80034F9D,probabilistic latent semantic analysis,06BB39F1
80088E34,performance,03D62B2D
8008C672,web,0826DA74
800E14F6,crawling,05FB8228
8010920D,global optimization,09D1EC85
80146D1E,information retrieval,0160D514
801DA13B,performance,03D62B2D
80345BCD,pattern matching,041AB807
803E839C,service model,014A80A5
803E839C,web service,021EE282
803F8DD1,web search engine,1F1A457A
80486674,wikipedia,00258A22
804C5592,non negative matrix factorization,091994C3
805A20DF,web mining,0BBEAF3D
806A7972,search engine,05D52366
80798633,crowdsourcing,03B58E50
8079FDC1,xml databases,0AE9684E
80809E8C,accuracy,0C167A6D
8089EFA3,network effect,05BC301B
80A2F0EE,satisfiability,0A0F4889
80A35C17,empirical evidence,09E5C341
80A52828,recommender systems,213A570A
80AA0855,compression,0ABAD5FB
80AB2732,graph connectivity,048E7212
80BCFCE7,search engine,05D52366
80C6D2AF,social network,05242AA7
80D72A6E,database system,04984686
80DB09D4,semantic web,00207EA7
80E333E2,stepwise regression,0A30B733
80E9CD4C,xml document,00863DF2
80FBCE65,native speaker,0A31E12F
81009D1A,xml,00863DF2
81189A12,profitability,07B5E46C
811A65F9,developing world,04FFAAB8
812330E1,planning,05A01F3D
81242F91,bag of words,00D09F90
8133DDD5,ontologies,09F001E0
8137BE7A,publication,02789AA8
8140EFB6,xml,00863DF2
8147D67C,xml,00863DF2
815552C5,probabilistic latent semantic analysis,06BB39F1
8168620E,e commerce,04AF4EC1
81694D42,rank,000FAB6F
816B17B6,recommender system,213A570A
8171A43F,p2p,1FE26BE6
83768C87,trust,015B4C09
84215665,tracking,027F67CA
85A4FE8A,search engine,05D52366
85D8B696,user interface,0555BE69
8620D7CD,semantic similarity,07C47F14
86259664,semantic search,09EB6ABF
862A7EF0,languages,0A7600ED
862EC300,query optimization,096630F6
8631713E,social media,1EEA6379
00E0882B,public key infrastructure,04548824
00E0A7DF,knowledge management,0361C4E6
013B35B4,sensitivity analysis,0A7FCBF8
016ED61C,crowdsourcing,03B58E50
018A53CB,web service,021EE282
020BCCE2,e commerce,04AF4EC1
02606C11,web applications,07125B99
0334EC29,social media,1EEA6379
03AF723D,data management,00197524
03F08985,convex polytope,069CDD95
04B3B352,web service,021EE282
056D7CF9,world wide web,0826DA74
06A738D8,data mining,0765A2E4
0707CE28,journalism,071FA02B
07A18638,lbs,01C93774
0894FB20,data management,00197524
08A62B09,longest common subsequence,07288EEB
0966C5EC,distributed objects,04D6E5C4
0A529AB9,web of data,00207EA7
0A80B7ED,information retrieval,0160D514
0E0859EF,semantic web,00207EA7
13DEB91A,speech synthesis,00E4DDF6
1473EA19,nature,09ED754B
3F6084AE,governance,02590AAB
3F73959F,search engine,05D52366
4157FC10,information processing,053CC44F
58ECD499,image retrieval,0019729E
59EEE072,distance education,1E087BCF
5A009899,gsm,03875675
5B454161,algorithms,00AE2819
5B8BD6EE,client server,091CC633
5BDE6C01,near real time,04BB9B33
5BE5FE46,game theory,0A8EFC34
5C53B504,public housing,1FCDD977
5C6EE6A5,web service,021EE282
5CCCB12C,evolution,09F93DAF
5D175072,quality control,0314F26D
5D4E8FB9,data management,00197524
5E06C042,pivot,0BB53511
5E182F51,content management,01F82393
5F4360D4,simulation,02A1BFD4
601C3654,machine learning,0724DFBA
603131BB,web service,021EE282
6166407F,web,0826DA74
668CF770,collaborative filtering,0149209A
6F7BBC22,semantic web,00207EA7
721CC8B5,reputation,02E89B27
751108CE,reasoning,01257A73
7521EE4E,feedback control,063B0316
7533867B,learning communities,02585687
75504227,cache,06E2F687
7570726B,data mining,0765A2E4
758B7E3B,intellectual property,0215A9CE
75B3D5DE,system architecture,05D7BF9C
75C04C09,social context,06944054
75C04C09,social media,1EEA6379
75C3433B,xml,00863DF2
75CECEC8,probability,0638F86D
75EBCB6B,synchronization,061D98EF
7619AE27,mobile computer,089D907D
7619AE27,ubiquitous computing,0A438068
762389BB,management,0B30A009
76531BF6,web pages,014F152B
766543E8,reliability,08CD4FCE
766CA5C3,random sampling,056A2510
767AB06D,reusability,08396F67
76838D31,music notation,054889EA
76873B66,cascading style sheets,058E5378
7688C3CB,business intelligence,002A39F6
769F6005,personalization,0AE867C7
76AC87B1,data mining,0765A2E4
76B17301,web architecture,0B81FD51
76CB2B05,protocols,00BB3814
76E4D6AB,advertisement,06B7A533
76E4D6AB,web page,014F152B
76EB44BE,scripts,03A93E16
76F1FEE6,query expansion,05E6DE12
76F61E13,front end,0328F5C8
76FACFE0,quality of service,004E1EE9
77343064,stochastic modeling,08257CD8
774E9517,source code,02920DF7
7752396A,vector space model,05588093
7777447A,natural language processing,0C2DB2A7
777DBE10,search engine,05D52366
77869916,statistical analysis,064E5072
778A5C6B,spam,095F300A
778A7C3D,owl,0608A6F7
77B71A18,software development,1F8A8C04
783C17A8,feature analysis,09215ADF
7847B707,framework,048F9371
784BC009,indexation,0B1AE4E8
7869EC33,adaptation,095B5F98
786A2322,content analysis,09AEBB9C
787D565E,linked data,041E01D9
788DDBB1,rdf,08CAA204
78D19500,market share,00F4EBA9
78DABE82,context model,0AED4905
78E8B669,programming language,0BE20181
78F25865,causality,0BC6F8C4
78F3F4F5,world wide web,0826DA74
78F50ED9,scale invariance,0814FC77
79118DEE,online advertising,1E89AAC1
792C8016,satisfiability,0A0F4889
7949886A,semantic web,00207EA7
79618F9D,style sheets,055078BA
7964789A,reputation,02E89B27
7975DC92,satisfiability,0A0F4889
79805C2C,texture mapping,0BF4B175
7987EDEC,data integrity,02032DFA
79B4B225,user interface,0555BE69
79CF3368,knowledge representation,099D42EF
79D04146,semantic web,00207EA7
79F576DC,metadata,0592FC03
7A0DBE23,hierarchical clustering,05888D38
7A17FECE,world wide web,0826DA74
7A1F38F4,search engine,05D52366
7A2A45C5,summarization,0A2F183E
7A3DFC1A,collaboration,215A1CAF
7A439A31,seasonality,0779832E
7A444D56,personalization,0AE867C7
7A47A110,dynamic content,05F84B34
7A48128D,distributed processing,072BDC64
7A5B0BE3,wireless network,06708471
7A62D9AA,internationalization,05CFE0EA
7A6EDF2C,co clustering,08A1BC8A
7A77E6F6,evaluation,010D85B2
7A7A5444,search engine,05D52366
7AB03E73,location based service,094191A6
7AE10633,document retrieval,099B0DD0
7AE5F1F3,web applications,07125B99
7AF9F7E8,xml,00863DF2
7B2261C5,multiple regression analysis,091CB999
7B27682D,text analysis,044294F0
7B31C623,spatial data,09839C23
7B5AF084,opinion mining,03F53920
7B5D91C0,search engines,05D52366
7B69AB07,early warning system,01C71907
7B6CB2F3,profitability,07B5E46C
7B8A28D1,e commerce,04AF4EC1
7BA4BCB5,mobile web,1ECD34E6
7BB5CB0C,data center,0929E474
7BC471DD,information retrieval system,0160D514
7BE84BE4,social groups,0AC7E637
7C0AA1B3,dns,02167680
7C12C632,graphic user interface,02409D49
7C2E5E33,search engine,05D52366
7C466366,hypertext,09AB37EA
7C5B75EE,link analysis,0011E854
7C6B4C7D,accessibility,0C49530D
7C9B920A,social media,1EEA6379
7CC73D64,sampling methods,056A2510
7CDDF0BE,crowdsourcing,03B58E50
7CF0689B,social networks,05242AA7
7CF5DAB3,power method,09AEB270
7CF70654,winner take all,0A125F1E
7CFDC88B,data clustering,04625E4E
7D059FD4,web usability,0040A851
7D0B31B8,search engine optimization,0A9F65E9
7D1F8093,singular value decomposition,015BBD4A
7D1FBDAE,load balancing,084E025B
7D1FBDAE,resource allocation,01BD96E4
7D2900FF,rest,049AF9A1
7D2B7373,visualization,022C6839
7D3FF83E,mobile network,09287742
7D4A44A2,community building,202EE6B4
7D52514C,sampling technique,056A2510
7D527494,pseudonymity,0907CAB9
7D5490CD,active learning,0190AC43
7D5F6697,satisfiability,0A0F4889
7D65F342,search engine,05D52366
7D6BA50B,question answering,02A3D790
7D6C15F7,multiple hypothesis testing,0AF62E81
7D7676BA,xml,00863DF2
7D785D01,high availability,03EC3A51
7D82A957,middleware,08183038
7D86B70E,interaction design,00D36587
7D8E476A,conceptual framework,00D90BA4
7D900ED0,cost efficiency,00B1AF6E
7D9F946A,life cycle,0B07223C
7DAAB8FE,data integrity,02032DFA
7DAC7B11,similarity,0627E7A3
7DAF3DEC,web crawler,00D1B74C
7DB8D249,data transfer,21419385
7DBF7E7B,web services,021EE282
7DC2DBCB,quality of service,004E1EE9
7DC33A23,owl s,0300C6A9
7DC4E358,text mining,044294F0
7DD17B61,social media,1EEA6379
7DD8399A,data quality,0179C2BA
7DDCCB88,trust,015B4C09
7DE783BF,text mining,044294F0
7E04E041,merging,0BBFF393
7E193235,sentiment analysis,03F53920
7E1F6084,gcs,010CED10
7E200C1D,java,20AD2170
7E2CB558,social networks,05242AA7
7E320F0A,boilerplate,04831CA6
7E334ADF,web crawler,00D1B74C
7E401E8E,random walk,073947DC
7E401E8E,random walks,073947DC
7E42CAE3,link analysis,0011E854
7E43B52B,maximum entropy,0093B0A8
7E486878,performance,03D62B2D
7E4C7D69,web spam,00CEFE71
7E5ABB3F,use case,0259925A
7E63E819,wikipedia,00258A22
7E7627A7,anchor text,00CD0524
7E7B5D8F,digital divide,0A59C53D
7E8570B5,web,0826DA74
7E8856CF,part of speech,075B0753
7E9AABC7,delayed binding,0AF438BA
7E9E431B,log normal,09098B35
7EAB439B,decision problem,06E9D6BB
7EACFF6E,css,058E5378
7EB0490B,load balance,084E025B
7EB28BD1,query language,0B721F10
7EBE2382,business intelligence,002A39F6
7EC009D3,world wide web,0826DA74
7EC6D6E5,fingerprint,0BF7EDEF
7ECDB865,social influence,07D15138
7ED493A3,topic modeling,0A3BB9C0
7EDAD218,clustering coefficient,01506BBC
7EDBEB9E,search engine,05D52366
7EE51354,rejection sampling,0B2855C9
7EED2A26,web service,021EE282
7EF0DA5C,social influence,07D15138
7F060508,situation awareness,08B0CE95
7F089D49,competitive analysis,061A9FC5
7F0F6BB4,conductance,074488F8
7F19E723,xml database,0AE9684E
7F2B5FFA,machine learning,0724DFBA
7F372561,connected graph,048E7212
7F39F3BB,decision making process,074A4844
7F3DB5D1,accuracy,0C167A6D
7F3F1FB3,social dynamics,040581CF
7F539AC0,world wide web,0826DA74
7F5CE262,datalog,08D5D128
7F5FA7F5,data structure,09ACCB7D
7F6257E8,search engines,05D52366
7F635511,web pages,014F152B
7F649FCA,data analysis,0A7A83FE
7F72F58E,web service,021EE282
7F7E8A19,web mining,0BBEAF3D
7F80C722,stationary distribution,05E5E32F
7F81BE19,web pages,014F152B
7F872D90,anti phishing,04FF9DAB
7F8DF7DB,valuation,0B168EFB
7F9825A1,user interface,0555BE69
7FA0515A,biodiversity,07C2F7A2
7FA5EF58,p2p,1FE26BE6
7FA8586A,web of data,00207EA7
7FB7C55E,online advertising,1E89AAC1
7FB92051,gradient descent,092289D0
7FBAD6F3,social development,0C5412C8
7FCFB2BC,information need,04B56F66
7FD84E50,data mining,0765A2E4
7FDC76A1,network server,059A455C
7FDE720F,information quality,02BDA742
7FDEB179,mvc,011F425B
7FE1ABEA,xml,00863DF2
7FECE024,satisfiability,0A0F4889
7FEF0DDC,web pages,014F152B
7FF7A4F9,context effect,048A8A6C
7FF7C96B,heterogeneous network,096E0E55
800E4193,rdf,08CAA204
8013CD32,distributed systems,072BDC64
801920BD,big data,0482DB7F
801EEBA2,geolocation,01505476
801EFCED,variance reduction,03BBE236
801EFCED,virtual machine,0182BBC1
801F46BB,extensibility,01F50138
80285F01,use case,0259925A
802D3B6E,time complexity,0004C188
802D7103,social network,05242AA7
8039B68D,information retrieval,0160D514
803EA327,content analysis,09AEBB9C
80446D92,information extraction,0BABCAD2
8046F4B5,e government,0A221AC1
805DAC0F,matrix factorization,028649F0
805DAC0F,nonnegative matrix factorization,091994C3
806AD215,computer vision,01E7DD16
8076A9A2,web search engine,1F1A457A
807756FB,vertical,02F5C700
807BA912,information retrieval system,0160D514
807DCB9A,query language,0B721F10
8084087B,web mining,0BBEAF3D
809956AE,mobile computer,089D907D
80A35C17,field experiments,04822AE1
80B0F650,user interface,0555BE69
80C6D2AF,social networks,05242AA7
80CE7BD7,mobile device,0B24E4DD
80CFB715,markup language,02BBFF34
80D5027D,kernel function,05DAF1E5
80D7C05D,search engine,05D52366
80E2B2B4,machine learning,0724DFBA
80E431F4,description logic,06238D44
80F0360B,web based applications,07125B99
80FC9865,search engine,05D52366
810A197F,random walk,073947DC
8116AB32,design,025FEB36
8116BB3E,indexation,0B1AE4E8
8116BB3E,user generated content,06099CD9
81188E74,web development,04BB259B
812322E9,non negative matrix factorization,091994C3
812330E1,web service,021EE282
81296CE3,web search engine,1F1A457A
812BA203,internet,069BD3D4
8134421D,p2p,1FE26BE6
81495B50,design of experiments,020F5460
815879FF,information need,04B56F66
815DE029,synthetic data,0997757E
816AC674,recommender systems,213A570A
81751AAC,community structure,07EEA35C
81792AC8,relational database,00564A32
8338C1ED,web mining,0BBEAF3D
83EC6DF5,data quality,0179C2BA
862A0F83,analysis,014F8011
862A7EF0,verification,087B1623
863C8BAA,distributed applications,072BDC64
863DD990,automation,06E883C0
0019D7E3,crowdsourcing,03B58E50
00F452D9,co clustering,08A1BC8A
0132F32A,digital television,1F08F890
0163AA7C,linked data,041E01D9
024DCFCE,power,09BB1F80
0297DD08,web based applications,07125B99
036AD3FE,world wide web,0826DA74
03BC1370,graph partitioning,02EA3506
0403FEAD,description logic,06238D44
04359886,visual programming,07AAF762
047A9664,data manipulation language,035AE4B1
04E7652C,social media,1EEA6379
063B2FB6,information exchange,0B4E7F98
071904DB,web pages,014F152B
07851C11,multi armed bandit,0757D77D
08959829,service provider,0001C739
08DB4972,design methodology,0846B9DE
08DB4972,semantic web,00207EA7
09E30245,world wide web,0826DA74
0A4F5235,security policy,093BB8E0
0B601DDC,service management,02E93DFB
0BDEE2D6,json ld,04E3E9DC
0BDEE2D6,rest,049AF9A1
0FF99611,world wide web,0826DA74
13DEB91A,three dimensional,09633D62
3F04AD58,empirical method,073559FB
3F632AC5,algorithms,00AE2819
3F649E4D,algorithms,00AE2819
3F915379,recommender systems,213A570A
3FED811B,constrained optimization,03514EEE
40E8D177,social theory,027E9F3E
41A5F4C9,egovernment,0A221AC1
58ECD499,image features,007084E5
5A01144B,political polarization,077B10F7
5A27E848,rdf,08CAA204
5C3707DE,interfaces,0674010B
5C6C9640,distributed system,072BDC64
5CCB3FBC,communication,02C2ABE6
5E89266A,object model,013ED309
5F8D3867,information content,0B4EE5A2
5FD6AF05,search engine,05D52366
651BFB01,trustworthiness,09294AAC
670AAE8F,crowdsourcing,03B58E50
6A02CD75,growth,035AC7BE
6EB9E471,search engine,05D52366
6F5B183D,economics,09ACE10E
6F9DD6A6,mcmc,06A31107
7135DF8F,privacy,04A33560
71D67282,wikipedia,00258A22
72223CB8,android,2139C10A
72D31088,management,0B30A009
73CBDF69,linked data,041E01D9
74008149,advertising,06B7A533
746E3CEC,viral marketing,0B258617
74974247,feature selection,08D9ADFD
751A3036,usability,0A23FD55
751BF7A1,interaction network,0348D710
75490915,smil,0B1077AE
754E2FE2,wikipedia,00258A22
7551D7D0,resource allocation,01BD96E4
7563320A,social influence,07D15138
7570726B,extensible markup language,00863DF2
75782CD6,part of speech,075B0753
75888756,high frequency,02F1355C
7589DC90,semantic web,00207EA7
75952085,multi armed bandit,0757D77D
75B3D5DE,logic programming,07ADEBA6
75C04C09,relational data,00564A32
75C2EEA2,cache,06E2F687
75C47754,type of service,097B89DE
75C9FB5E,link analysis,0011E854
75D7B357,www,0826DA74
